time,actual_roll,actual_pitch,actual_yaw,estimated_roll,estimated_pitch,estimated_yaw,reference_roll,reference_pitch,reference_yawrate,m1,m2,m3,m4,l1,l2,l3,l4
27.599000,-21.236963,-24.000701,-0.019990,-15.260212,-16.083480,-0.000653,-17.000000,-17.000000,0.000000,43.179980,44.573129,46.816205,45.429160,28298.000000,29211.000000,30681.000000,29772.000000
27.649000,-21.270949,-24.442629,-0.019975,-16.329223,-14.914149,-0.001413,-18.000000,-18.000000,0.000000,44.641794,52.899977,45.360494,37.096208,29256.000000,34668.000000,29727.000000,24311.000000
27.699000,-22.542049,-25.139631,-0.020672,-15.712562,-17.452638,-0.000920,-18.000000,-18.000000,0.000000,49.944305,44.287785,40.044251,45.722133,32731.000000,29024.000000,26243.000000,29964.000000
27.750000,-23.147590,-25.878746,-0.020870,-17.266684,-14.629418,-0.009795,-19.000000,-19.000000,0.000000,41.095598,49.031815,48.902113,40.970474,26932.000000,32133.000000,32048.000000,26850.000000
27.799000,-23.928008,-26.556408,-0.021239,-17.337814,-18.457055,-0.006214,-19.000000,-19.000000,0.000000,45.664149,44.704356,44.330510,45.300984,29926.000000,29297.000000,29052.000000,29688.000000
27.849000,-24.310028,-27.829033,-0.021553,-15.551304,-18.135503,-0.017975,-20.000000,-20.000000,0.000000,39.794003,44.855421,50.193027,45.159075,26079.000000,29396.000000,32894.000000,29595.000000
27.899000,-24.801594,-28.722054,-0.021913,-18.675007,-17.495535,-0.010041,-20.000000,-20.000000,0.000000,41.843290,42.099641,48.146792,47.910277,27422.000000,27590.000000,31553.000000,31398.000000
27.949000,-24.956470,-29.101793,-0.022011,-15.949685,-17.415402,-0.000315,-19.000000,-19.000000,0.000000,48.453498,38.655680,41.544213,51.345083,31754.000000,25333.000000,27226.000000,33649.000000
27.999000,-25.102923,-29.604413,-0.022071,-16.197001,-16.407214,-0.001037,-19.000000,-19.000000,0.000000,41.756313,48.758679,48.235294,41.249714,27365.000000,31954.000000,31611.000000,27033.000000
28.049000,-25.228939,-29.232988,-0.021958,-21.530945,-18.480151,0.000536,-18.000000,-18.000000,0.000000,40.494392,46.231785,49.506371,43.765927,26538.000000,30298.000000,32444.000000,28682.000000
28.099000,-25.135763,-29.338129,-0.022077,-21.147626,-21.541212,-0.000408,-18.000000,-18.000000,0.000000,46.105135,39.505608,43.894102,50.495155,30215.000000,25890.000000,28766.000000,33092.000000
28.149000,-24.544009,-29.005480,-0.022203,-16.532934,-17.971130,-0.024023,-17.000000,-17.000000,0.000000,48.844129,43.334096,41.144427,46.677348,32010.000000,28399.000000,26964.000000,30590.000000
28.201000,-23.939781,-28.141183,-0.022658,-19.474529,-15.837535,-0.014750,-17.000000,-17.000000,0.000000,44.264897,41.680018,45.723659,48.331426,29009.000000,27315.000000,29965.000000,31674.000000
28.250000,-23.392323,-27.767714,-0.022856,-17.249228,-18.902240,-0.007155,-16.000000,-16.000000,0.000000,48.305486,44.409857,41.692226,45.590906,31657.000000,29104.000000,27323.000000,29878.000000
28.300000,-22.861766,-27.200653,-0.023075,-16.196306,-16.710400,0.000031,-16.000000,-16.000000,0.000000,47.466239,46.820783,42.532998,43.178454,31107.000000,30684.000000,27874.000000,28297.000000
28.350000,-22.683739,-26.738380,-0.023133,-16.540115,-17.109073,-0.008730,-15.000000,-15.000000,0.000000,40.529488,49.860380,49.468223,40.143435,26561.000000,32676.000000,32419.000000,26308.000000
28.400000,-21.675934,-25.584469,-0.023944,-15.153411,-19.310930,-0.004211,-15.000000,-15.000000,0.000000,45.517662,51.393912,44.476997,38.611429,29830.000000,33681.000000,29148.000000,25304.000000
28.450000,-21.497895,-24.674356,-0.024052,-15.602327,-16.399016,-0.002495,-14.000000,-14.000000,0.000000,43.549248,44.345769,46.448463,45.656519,28540.000000,29062.000000,30440.000000,29921.000000
28.500000,-20.634031,-23.476811,-0.024671,-14.507317,-13.817543,-0.012416,-14.000000,-14.000000,0.000000,49.280537,40.921645,40.695811,49.102007,32296.000000,26818.000000,26670.000000,32179.000000
28.550000,-20.032572,-22.644628,-0.025009,-13.195543,-12.914298,-0.011259,-13.000000,-13.000000,0.000000,41.007095,45.635157,48.970779,44.386969,26874.000000,29907.000000,32093.000000,29089.000000
28.600000,-19.626244,-21.516340,-0.025534,-13.146581,-14.913137,0.000971,-13.000000,-13.000000,0.000000,43.726253,43.550774,46.272984,46.449989,28656.000000,28541.000000,30325.000000,30441.000000
28.650000,-18.994121,-20.931556,-0.025750,-14.979552,-12.230508,-0.014196,-12.000000,-12.000000,0.000000,47.493706,39.742123,42.490272,50.273899,31125.000000,26045.000000,27846.000000,32947.000000
28.701000,-18.022589,-20.467801,-0.026116,-15.707530,-11.663628,-0.005000,-12.000000,-12.000000,0.000000,46.591897,45.078202,43.401236,44.928664,30534.000000,29542.000000,28443.000000,29444.000000
28.750000,-17.759908,-19.714376,-0.026154,-14.022935,-13.821584,-0.006454,-11.000000,-11.000000,0.000000,44.873732,43.341726,45.125505,46.657511,29408.000000,28404.000000,29573.000000,30577.000000
28.800000,-17.089653,-18.685374,-0.026682,-14.747915,-14.165241,-0.007244,-11.000000,-11.000000,0.000000,48.767834,42.136263,41.213092,47.884337,31960.000000,27614.000000,27009.000000,31381.000000
28.850000,-16.338101,-17.888124,-0.027039,-13.039413,-12.696261,-0.015703,-10.000000,-10.000000,0.000000,47.302968,42.273594,42.693217,47.731746,31000.000000,27704.000000,27979.000000,31281.000000
28.900000,-15.745510,-17.326533,-0.027457,-10.279600,-13.817358,-0.013392,-10.000000,-10.000000,0.000000,48.804456,45.267414,41.191730,44.736400,31984.000000,29666.000000,26995.000000,29318.000000
28.950000,-15.130005,-16.674381,-0.027740,-10.179546,-9.312585,-0.005712,-9.000000,-9.000000,0.000000,43.170825,39.914549,46.825360,50.087739,28292.000000,26158.000000,30687.000000,32825.000000
29.001000,-14.129502,-15.665174,-0.028349,-12.418291,-9.314508,-0.012862,-9.000000,-9.000000,0.000000,43.529412,45.780117,46.462196,44.226749,28527.000000,30002.000000,30449.000000,28984.000000
29.050000,-13.750418,-14.991049,-0.028591,-8.711456,-10.545095,-0.005310,-8.000000,-8.000000,0.000000,44.249638,46.582742,45.749599,43.416495,28999.000000,30528.000000,29982.000000,28453.000000
29.100000,-13.258827,-14.234253,-0.028964,-9.362862,-8.609063,-0.003001,-8.000000,-8.000000,0.000000,41.899748,46.594949,48.087282,43.416495,27459.000000,30536.000000,31514.000000,28453.000000
29.150000,-12.526183,-13.351611,-0.029314,-8.791254,-8.226614,-0.022957,-7.000000,-7.000000,0.000000,49.539940,37.901884,40.440986,52.115663,32466.000000,24839.000000,26503.000000,34154.000000
29.200000,-11.853369,-12.671818,-0.029662,-8.119049,-10.393162,-0.013294,-7.000000,-7.000000,0.000000,48.142214,38.324559,41.843290,51.691463,31550.000000,25116.000000,27422.000000,33876.000000
29.250000,-11.375257,-11.907680,-0.029822,-5.323780,-9.509031,-0.004074,-6.000000,-6.000000,0.000000,47.859922,39.417105,42.140841,50.583658,31365.000000,25832.000000,27617.000000,33150.000000
29.300000,-10.303490,-11.190512,-0.030316,-5.863011,-5.933082,-0.010251,-6.000000,-6.000000,0.000000,46.973373,47.647822,43.012131,42.366674,30784.000000,31226.000000,28188.000000,27765.000000
29.350000,-9.602654,-10.541192,-0.030537,-8.729175,-7.501616,-0.016997,-5.000000,-5.000000,0.000000,45.505455,50.470741,44.483101,39.540703,29822.000000,33076.000000,29152.000000,25913.000000
29.400000,-8.781828,-9.712193,-0.030967,-7.481889,-6.135150,-0.013231,-5.000000,-5.000000,0.000000,44.156558,44.600595,45.830472,45.412375,28938.000000,29229.000000,30035.000000,29761.000000
29.450000,-7.990994,-9.090096,-0.031335,-4.750140,-5.452606,-0.014210,-4.000000,-4.000000,0.000000,48.702220,44.408331,41.287861,45.600061,31917.000000,29103.000000,27058.000000,29884.000000
29.501000,-7.658915,-8.206350,-0.031668,-7.523388,-4.804547,0.004364,-4.000000,-4.000000,0.000000,44.696727,40.109865,45.302510,49.889372,29292.000000,26286.000000,29689.000000,32695.000000
29.550000,-6.524254,-7.337185,-0.032303,-4.441376,-4.816226,-0.018143,-3.000000,-3.000000,0.000000,53.156329,43.550774,36.827649,46.465248,34836.000000,28541.000000,24135.000000,30451.000000
29.600000,-5.973012,-6.791160,-0.032575,-4.850209,-5.604259,-0.007413,-3.000000,-3.000000,0.000000,47.388418,49.390402,42.595560,40.625620,31056.000000,32368.000000,27915.000000,26624.000000
29.650000,-5.790347,-6.219843,-0.032645,-2.948386,-2.726643,-0.004840,-2.000000,-2.000000,0.000000,49.109636,42.327001,40.886549,47.676814,32184.000000,27739.000000,26795.000000,31245.000000
29.699000,-4.946889,-5.365470,-0.033164,-1.992974,-5.538737,-0.010011,-2.000000,-2.000000,0.000000,49.077592,45.427634,40.901808,44.592966,32163.000000,29771.000000,26805.000000,29224.000000
29.749000,-4.338198,-4.645714,-0.033435,-4.276177,-3.442589,-0.004924,-1.000000,-1.000000,0.000000,42.424659,47.118334,47.565423,42.891585,27803.000000,30879.000000,31172.000000,28109.000000
29.799000,-3.590585,-3.797496,-0.033840,-2.516746,-4.072126,-0.007705,-1.000000,-1.000000,0.000000,45.024796,52.152285,44.966812,37.856107,29507.000000,34178.000000,29469.000000,24809.000000
29.849000,-3.033886,-2.878162,-0.034137,-1.220971,-2.521197,-0.015889,0.000000,0.000000,0.000000,49.343099,44.025330,40.640879,45.989166,32337.000000,28852.000000,26634.000000,30139.000000
29.899000,-2.173795,-2.348071,-0.034462,0.623641,-0.674968,-0.004387,0.000000,0.000000,0.000000,41.358053,49.890898,48.636606,40.114443,27104.000000,32696.000000,31874.000000,26289.000000
29.950000,-1.180381,-1.391794,-0.035133,-0.893387,-0.591825,-0.005954,1.000000,0.000000,0.000000,47.061875,44.870680,42.920577,45.146868,30842.000000,29406.000000,28128.000000,29587.000000
29.999000,-0.703876,-1.029415,-0.035222,0.270842,-1.596004,-0.001232,1.000000,0.000000,0.000000,44.534981,46.044099,45.464256,43.955138,29186.000000,30175.000000,29795.000000,28806.000000
30.050000,-0.116292,-0.532926,-0.035338,1.228732,-2.097121,-0.003002,2.000000,0.000000,0.000000,43.862058,45.455100,46.137179,44.545663,28745.000000,29789.000000,30236.000000,29193.000000
30.099000,0.715311,-0.520263,-0.035437,2.594541,0.009160,0.004023,2.000000,0.000000,0.000000,48.278019,46.857404,41.724269,43.140307,31639.000000,30708.000000,27344.000000,28272.000000
30.149000,1.500853,-0.442499,-0.035488,0.288955,1.451813,-0.003662,3.000000,0.000000,0.000000,47.466239,45.819791,42.536049,44.176394,31107.000000,30028.000000,27876.000000,28951.000000
30.199000,2.096689,-0.442946,-0.035558,0.398811,-2.339829,0.001519,3.000000,0.000000,0.000000,42.430762,46.187533,47.577630,43.804074,27807.000000,30269.000000,31180.000000,28707.000000
30.249000,2.551524,-0.326292,-0.035493,1.732512,-1.766410,0.004923,4.000000,0.000000,0.000000,46.596475,45.008011,43.408865,44.986648,30537.000000,29496.000000,28448.000000,29482.000000
30.299000,3.374989,-0.391254,-0.035448,0.933784,0.333860,-0.007629,4.000000,0.000000,0.000000,52.555123,40.302129,37.442588,49.700160,34442.000000,26412.000000,24538.000000,32571.000000
30.349000,3.871885,-0.493696,-0.035464,5.198726,-2.025359,0.001789,5.000000,0.000000,0.000000,40.999466,43.807126,49.001297,46.192111,26869.000000,28709.000000,32113.000000,30272.000000
30.399000,4.929675,-0.047449,-0.035645,2.531007,0.180606,-0.007223,5.000000,0.000000,0.000000,45.519188,41.002518,44.469368,49.008927,29831.000000,26871.000000,29143.000000,32118.000000
30.449000,5.703650,0.045701,-0.035701,5.679732,-2.251091,-0.002410,6.000000,0.000000,0.000000,44.571603,47.052720,45.424582,42.951095,29210.000000,30836.000000,29769.000000,28148.000000
30.499000,6.429432,-0.202199,-0.035583,4.042116,-0.168830,0.004566,6.000000,0.000000,0.000000,43.686580,44.318303,46.321813,45.673304,28630.000000,29044.000000,30357.000000,29932.000000
30.549000,6.990243,-0.108885,-0.035532,4.034152,1.516301,0.000260,7.000000,0.000000,0.000000,42.729839,46.669718,47.267872,43.331044,28003.000000,30585.000000,30977.000000,28397.000000
30.599000,7.806200,-0.151465,-0.035530,5.988970,-2.169495,-0.003029,7.000000,0.000000,0.000000,49.860380,36.798657,40.126650,53.214313,32676.000000,24116.000000,26297.000000,34874.000000
30.649000,8.334364,-0.164331,-0.035439,7.002563,0.659564,0.005889,8.000000,0.000000,0.000000,46.567483,45.197223,43.436332,44.798962,30518.000000,29620.000000,28466.000000,29359.000000
30.699000,9.181900,-0.347926,-0.035341,7.362670,1.603637,-0.000359,8.000000,0.000000,0.000000,39.252308,46.518654,50.745403,43.483635,25724.000000,30486.000000,33256.000000,28497.000000
30.749000,9.987975,0.048047,-0.035537,8.995323,-2.032597,-0.005963,9.000000,0.000000,0.000000,47.898070,36.867323,42.099641,53.134966,31390.000000,24161.000000,27590.000000,34822.000000
30.799000,10.766352,0.094413,-0.035513,7.312781,0.764937,-0.001950,9.000000,0.000000,0.000000,47.072557,41.820401,42.925154,48.180362,30849.000000,27407.000000,28131.000000,31575.000000
30.849000,11.519036,0.165409,-0.035547,7.215592,1.028397,-0.003329,10.000000,0.000000,0.000000,48.944839,41.145953,41.054398,48.854810,32076.000000,26965.000000,26905.000000,32017.000000
30.899000,11.996140,0.071033,-0.035514,8.252332,-0.082864,-0.000409,10.000000,0.000000,0.000000,44.910353,43.361563,45.090410,46.637675,29432.000000,28417.000000,29550.000000,30564.000000
30.949000,12.788330,0.026030,-0.035529,7.935355,-0.297182,0.002078,11.000000,0.000000,0.000000,41.556420,48.557259,48.447395,41.438926,27234.000000,31822.000000,31750.000000,27157.000000
30.999000,13.601161,0.499140,-0.035747,8.841767,3.001005,-0.005563,11.000000,0.000000,0.000000,45.395590,43.512627,44.594491,46.497292,29750.000000,28516.000000,29225.000000,30472.000000
31.050000,14.403049,0.061516,-0.035582,10.101180,-1.107501,0.003038,12.000000,0.000000,0.000000,49.279011,40.889601,40.726329,49.105058,32295.000000,26797.000000,26690.000000,32181.000000
31.099000,14.955539,-0.141152,-0.035468,11.277056,-0.675357,0.001577,12.000000,0.000000,0.000000,37.581445,46.062409,52.422370,43.933776,24629.000000,30187.000000,34355.000000,28792.000000
31.149000,15.618098,-0.252921,-0.035483,11.384330,2.415419,-0.002682,13.000000,0.000000,0.000000,46.205844,45.420005,43.793393,44.580758,30281.000000,29766.000000,28700.000000,29216.000000
31.199000,16.030841,-0.279709,-0.035507,11.576789,0.653759,-0.000230,13.000000,0.000000,0.000000,43.541619,45.874723,46.457618,44.126040,28535.000000,30064.000000,30446.000000,28918.000000
31.249000,16.775404,-0.264895,-0.035471,9.983548,0.848307,-0.003536,14.000000,0.000000,0.000000,43.964294,43.228809,46.037995,46.767376,28812.000000,28330.000000,30171.000000,30649.000000
31.300000,17.307722,-0.500416,-0.035429,12.236925,-0.385225,-0.000278,14.000000,0.000000,0.000000,45.641260,43.585870,44.359503,46.411841,29911.000000,28564.000000,29071.000000,30416.000000
31.349000,18.485814,-0.493909,-0.035475,15.184546,-1.552436,0.009123,15.000000,0.000000,0.000000,41.176471,44.884413,48.828870,45.108721,26985.000000,29415.000000,32000.000000,29562.000000
31.399000,19.599226,-0.421425,-0.035429,16.382619,-1.663199,-0.008264,15.000000,0.000000,0.000000,47.185473,43.665217,42.801556,46.347753,30923.000000,28616.000000,28050.000000,30374.000000
31.449000,20.651538,-0.127274,-0.035644,13.180140,1.443080,-0.005714,16.000000,0.000000,0.000000,48.287175,47.617304,41.705959,42.388037,31645.000000,31206.000000,27332.000000,27779.000000
31.499000,21.344129,-0.399602,-0.035503,14.054453,0.974725,0.000961,16.000000,0.000000,0.000000,44.715038,41.165789,45.284199,48.834974,29304.000000,26978.000000,29677.000000,32004.000000
31.549000,22.347951,-0.333250,-0.035487,14.095658,0.149449,-0.001063,17.000000,0.000000,0.000000,43.993286,49.375143,46.009003,40.622568,28831.000000,32358.000000,30152.000000,26622.000000
31.600000,22.733465,-0.223449,-0.035543,16.775929,-0.012428,-0.003015,17.000000,0.000000,0.000000,47.734798,49.369039,42.262913,40.631724,31283.000000,32354.000000,27697.000000,26628.000000
31.649000,22.906472,-0.065206,-0.035528,13.408012,-1.913269,-0.005700,18.000000,0.000000,0.000000,45.951019,43.881895,44.048219,46.118868,30114.000000,28758.000000,28867.000000,30224.000000
31.699000,23.845316,0.126073,-0.035626,13.918340,1.254099,-0.001751,18.000000,0.000000,0.000000,44.446479,46.625467,45.558862,43.367666,29128.000000,30556.000000,29857.000000,28421.000000
31.749000,24.382519,0.363690,-0.035669,17.459411,2.333273,-0.002806,19.000000,0.000000,0.000000,45.723659,44.946975,44.269474,45.059892,29965.000000,29456.000000,29012.000000,29530.000000
31.800000,24.931130,0.106998,-0.035631,18.075310,-0.278647,0.000672,19.000000,0.000000,0.000000,45.143816,46.807050,44.853895,43.195239,29585.000000,30675.000000,29395.000000,28308.000000
31.849000,25.488160,0.130542,-0.035581,18.561816,-0.908403,0.000646,20.000000,0.000000,0.000000,47.109178,45.845731,42.890059,44.155032,30873.000000,30045.000000,28108.000000,28937.000000
31.899000,26.212222,0.088244,-0.035571,19.112858,0.813744,-0.001630,20.000000,0.000000,0.000000,47.995727,40.183108,41.998932,49.822232,31454.000000,26334.000000,27524.000000,32651.000000
31.949000,27.178495,-0.027388,-0.035489,21.286597,0.844198,-0.004504,21.000000,0.000000,0.000000,48.522164,44.431220,41.474022,45.572595,31799.000000,29118.000000,27180.000000,29866.000000
31.999000,28.171613,0.004133,-0.035492,17.901646,-2.482670,0.004508,21.000000,0.000000,0.000000,43.656062,50.212863,46.347753,39.783322,28610.000000,32907.000000,30374.000000,26072.000000
32.049000,28.637693,-0.133381,-0.035458,19.329850,0.776316,0.003367,22.000000,0.000000,0.000000,40.831617,46.312657,49.170672,43.683528,26759.000000,30351.000000,32224.000000,28628.000000
32.100000,29.212396,0.083559,-0.035470,19.249872,-0.295820,-0.002698,22.000000,0.000000,0.000000,48.221561,42.624552,41.776150,47.376211,31602.000000,27934.000000,27378.000000,31048.000000
32.149000,30.197750,0.109040,-0.035550,23.179746,1.206179,0.011839,23.000000,0.000000,0.000000,45.752651,46.013581,44.249638,43.984131,29984.000000,30155.000000,28999.000000,28825.000000
32.200000,30.857167,-0.097947,-0.035422,22.877131,1.107952,0.001062,23.000000,0.000000,0.000000,44.612802,44.768444,45.386435,45.230793,29237.000000,29339.000000,29744.000000,29642.000000
32.249000,31.725895,-0.394657,-0.035300,21.102232,-0.594459,0.010478,24.000000,0.000000,0.000000,42.859541,44.122988,47.150378,45.865568,28088.000000,28916.000000,30900.000000,30058.000000
32.299000,32.354405,-0.023070,-0.035414,21.919469,1.535340,-0.000777,24.000000,0.000000,0.000000,37.811856,47.978943,52.181277,42.027924,24780.000000,31443.000000,34197.000000,27543.000000
32.348000,33.035476,-0.244681,-0.035281,24.230423,0.137464,0.002611,25.000000,0.000000,0.000000,41.095598,49.062333,48.903639,40.938430,26932.000000,32153.000000,32049.000000,26829.000000
32.398000,33.948058,-0.025467,-0.035449,23.650807,-0.274097,-0.002403,25.000000,0.000000,0.000000,42.615396,44.251164,47.374685,45.758755,27928.000000,29000.000000,31047.000000,29988.000000
32.448000,34.351535,-0.075674,-0.035448,23.880535,1.243833,-0.004125,26.000000,0.000000,0.000000,44.507515,45.041581,45.491722,44.959182,29168.000000,29518.000000,29813.000000,29464.000000
32.498000,35.515576,0.066910,-0.035511,26.259866,0.490008,-0.004900,26.000000,0.000000,0.000000,45.241474,43.743038,44.763867,46.250095,29649.000000,28667.000000,29336.000000,30310.000000
32.548000,36.059581,0.097856,-0.035507,25.361543,-0.654861,0.003776,27.000000,0.000000,0.000000,40.959792,46.057832,49.045548,43.935302,26843.000000,30184.000000,32142.000000,28793.000000
32.598000,36.816189,-0.020669,-0.035337,23.332236,-2.163056,-0.002237,27.000000,0.000000,0.000000,46.210422,42.728313,43.788815,47.270924,30284.000000,28002.000000,28697.000000,30979.000000
32.648000,37.202406,0.230175,-0.035556,27.615628,-0.339290,-0.020524,28.000000,0.000000,0.000000,45.378805,46.861982,44.612802,43.144884,29739.000000,30711.000000,29237.000000,28275.000000
32.698000,38.120695,0.361897,-0.035795,24.970436,-2.302492,-0.006107,28.000000,0.000000,0.000000,50.441749,40.497444,39.557488,49.503319,33057.000000,26540.000000,25924.000000,32442.000000
32.748000,39.084525,0.361746,-0.035737,27.885925,-0.625793,0.006912,29.000000,0.000000,0.000000,41.106279,49.832914,48.902113,40.158694,26939.000000,32658.000000,32048.000000,26318.000000
32.798000,39.663131,0.138374,-0.035739,27.760289,1.004791,0.002895,29.000000,0.000000,0.000000,44.301518,45.685512,45.699245,44.315251,29033.000000,29940.000000,29949.000000,29042.000000
32.848000,40.166467,0.095264,-0.035666,26.948110,-2.281834,0.001405,30.000000,0.000000,0.000000,42.337682,44.107729,47.666133,45.886931,27746.000000,28906.000000,31238.000000,30072.000000
32.898000,40.994817,0.544536,-0.035884,29.042610,-0.975212,-0.007647,30.000000,0.000000,0.000000,42.935836,45.212482,47.058824,44.792859,28138.000000,29630.000000,30840.000000,29355.000000
32.948000,41.677730,0.522399,-0.036001,30.182251,1.278384,0.000830,29.000000,0.000000,0.000000,40.675975,48.996719,49.327840,40.999466,26657.000000,32110.000000,32327.000000,26869.000000
32.997000,41.698235,0.602956,-0.035995,30.504268,2.526013,-0.000154,29.000000,0.000000,0.000000,46.347753,45.461204,43.651484,44.538033,30374.000000,29793.000000,28607.000000,29188.000000
33.048000,41.695838,0.382951,-0.035917,29.498216,1.011773,-0.005309,28.000000,0.000000,0.000000,41.347372,41.304646,48.651865,48.694591,27097.000000,27069.000000,31884.000000,31912.000000
33.097000,41.318039,0.130741,-0.035965,30.208900,0.281317,-0.002229,28.000000,0.000000,0.000000,43.758297,47.858396,46.242466,42.140841,28677.000000,31364.000000,30305.000000,27617.000000
33.146000,40.726567,0.026516,-0.036017,28.001833,-0.664787,-0.002022,27.000000,0.000000,0.000000,48.035401,42.880903,41.959258,47.124437,31480.000000,28102.000000,27498.000000,30883.000000
33.196000,40.446660,-0.164721,-0.036108,29.690374,1.046930,-0.001298,27.000000,0.000000,0.000000,46.735332,40.700389,43.265431,49.298848,30628.000000,26673.000000,28354.000000,32308.000000
33.246000,39.653411,-0.109419,-0.036076,29.771494,2.024363,0.001784,26.000000,0.000000,0.000000,47.672236,46.604105,42.328527,43.395132,31242.000000,30542.000000,27740.000000,28439.000000
33.296000,38.718041,0.012996,-0.036060,27.116387,-1.088410,0.002034,26.000000,0.000000,0.000000,40.766003,47.571527,49.237812,42.424659,26716.000000,31176.000000,32268.000000,27803.000000
33.346000,38.474664,0.033748,-0.035960,29.445746,0.993731,0.000854,25.000000,0.000000,0.000000,46.826886,45.238422,43.176928,44.759289,30688.000000,29647.000000,28296.000000,29333.000000
33.396000,37.616954,0.068469,-0.035999,27.237630,-0.083449,0.005189,25.000000,0.000000,0.000000,44.974441,39.308766,45.032425,50.684367,29474.000000,25761.000000,29512.000000,33216.000000
33.447000,36.980069,0.303951,-0.035907,25.363598,-1.010616,0.002650,24.000000,0.000000,0.000000,43.645380,49.581140,46.353857,40.419623,28603.000000,32493.000000,30378.000000,26489.000000
33.496000,36.097570,0.647694,-0.035672,23.728015,1.148746,0.003103,24.000000,0.000000,0.000000,47.727169,42.163729,42.273594,47.837034,31278.000000,27632.000000,27704.000000,31350.000000
33.546000,35.415803,0.615014,-0.035660,27.291407,-0.217867,0.005460,23.000000,0.000000,0.000000,47.856870,38.879988,42.143893,51.119249,31363.000000,25480.000000,27619.000000,33501.000000
33.596000,35.193158,0.604624,-0.035550,25.325742,2.860290,0.000987,23.000000,0.000000,0.000000,47.171740,47.566949,42.830549,42.430762,30914.000000,31173.000000,28069.000000,27807.000000
33.646000,34.460780,0.479107,-0.035531,24.971782,0.825929,0.004783,22.000000,0.000000,0.000000,44.444953,42.879377,45.551232,47.122911,29127.000000,28101.000000,29852.000000,30882.000000
33.696000,33.820744,0.310584,-0.035564,24.074603,1.631549,-0.001197,22.000000,0.000000,0.000000,45.853361,47.426566,44.147402,42.572671,30050.000000,31081.000000,28932.000000,27900.000000
33.745000,32.917807,0.551253,-0.035424,21.636997,2.897440,0.000689,21.000000,0.000000,0.000000,52.918288,40.982681,37.088579,49.010452,34680.000000,26858.000000,24306.000000,32119.000000
33.795000,32.324323,0.181793,-0.035599,23.959431,0.743826,0.000511,21.000000,0.000000,0.000000,44.899672,48.981460,45.101091,41.017777,29425.000000,32100.000000,29557.000000,26881.000000
33.845000,31.743696,0.390186,-0.035439,23.827286,-2.208436,-0.001500,20.000000,0.000000,0.000000,45.738918,40.811780,44.260319,49.188983,29975.000000,26746.000000,29006.000000,32236.000000
33.895000,30.404733,0.327923,-0.035419,20.204523,2.354697,-0.008277,20.000000,0.000000,0.000000,44.715038,43.199817,45.281147,46.803998,29304.000000,28311.000000,29675.000000,30673.000000
33.945000,29.868950,0.209930,-0.035517,19.553661,-0.441992,0.002104,19.000000,0.000000,0.000000,43.265431,48.198672,46.735332,41.800565,28354.000000,31587.000000,30628.000000,27394.000000
33.994000,29.342216,0.103873,-0.035503,19.029668,-1.865140,-0.002405,19.000000,0.000000,0.000000,41.617456,45.572595,48.378729,44.429694,27274.000000,29866.000000,31705.000000,29117.000000
34.044000,28.490509,0.280317,-0.035485,18.888265,1.524105,0.003972,18.000000,0.000000,0.000000,44.213016,47.165637,45.778592,42.841230,28975.000000,30910.000000,30001.000000,28076.000000
34.094000,28.068481,0.151954,-0.035472,19.049535,1.480362,0.000534,18.000000,0.000000,0.000000,45.798428,44.954604,44.194705,45.052262,30014.000000,29461.000000,28963.000000,29525.000000
34.144000,27.529748,0.019803,-0.035514,17.565982,-1.543002,-0.000441,17.000000,0.000000,0.000000,35.573358,45.554284,54.416724,44.454108,23313.000000,29854.000000,35662.000000,29133.000000
34.194000,27.163974,0.282054,-0.035438,17.689971,-0.557728,-0.000018,17.000000,0.000000,0.000000,43.689631,47.499809,46.314183,42.496376,28632.000000,31129.000000,30352.000000,27850.000000
34.245000,26.632404,0.460233,-0.035377,19.320710,3.148492,0.001464,16.000000,0.000000,0.000000,46.201266,41.197833,43.799496,48.799878,30278.000000,26999.000000,28704.000000,31981.000000
34.294000,25.619314,0.171090,-0.035577,16.918311,-1.402258,-0.004608,16.000000,0.000000,0.000000,39.430838,47.643244,50.571450,42.352941,25841.000000,31223.000000,33142.000000,27756.000000
34.344000,24.922288,0.115934,-0.035630,16.678846,0.423625,-0.002036,15.000000,0.000000,0.000000,41.051347,45.296407,48.946365,44.705882,26903.000000,29685.000000,32077.000000,29298.000000
34.394000,24.097307,0.095751,-0.035662,18.861814,-0.459002,0.000352,15.000000,0.000000,0.000000,44.808118,44.753185,45.186542,45.252155,29365.000000,29329.000000,29613.000000,29656.000000
34.444000,23.255124,0.295165,-0.035662,18.180735,2.695913,0.011677,14.000000,0.000000,0.000000,44.567025,43.453117,45.442893,46.538491,29207.000000,28477.000000,29781.000000,30499.000000
34.494000,22.423162,0.134695,-0.035751,13.860953,2.610882,-0.011074,14.000000,0.000000,0.000000,41.681544,48.465705,48.316167,41.536584,27316.000000,31762.000000,31664.000000,27221.000000
34.544000,21.498773,0.015419,-0.035801,15.094732,-2.026984,-0.003276,13.000000,0.000000,0.000000,49.468223,47.396048,40.534066,42.600137,32419.000000,31061.000000,26564.000000,27918.000000
34.595000,20.798902,0.443910,-0.035654,15.475240,-0.394612,0.000025,13.000000,0.000000,0.000000,42.446021,50.066377,47.553216,39.934386,27817.000000,32811.000000,31164.000000,26171.000000
